719,0.65
720,0.32
721,0.526
722,0.55
723,0.35
724,0.48
725,0.16
726,3
727,140
728,2.5
729,0.95
730,2.5
731,2.5
732,5.5
733,2.208
734,1.85
735,0.65
736,2.3
737,5.8
738,2.65
739,2.5
740,0.38
741,1.1
742,7
743,6
744,5
745,450
746,2.8
747,1.2
748,0.9
749,4
750,3.2
751,3.7
752,2.5
753,1.85
754,0.58
755,1.5
756,0.217
757,0.43
758,0.47
759,0.5
760,2.5
761,1.5
762,1.5
763,5.5
764,4.1
765,0.33
766,1.4
767,1.35
768,3
769,0.26
770,3.2
771,2.5
772,4.5
773,7
774,3.1
775,4
776,2.5
777,3.1
778,1.1
779,0.32
780,1.05
781,6
782,1
783,1
784,3.5
785,2.7
786,4
787,2
788,0.5
789,6.5
790,0.6
791,1
792,4
793,4.5
794,11
795,4.3
796,4
797,0.6
798,4.3
799,1.4
800,0.6
801,3
802,0.65
803,1.75
804,2.5
805,6
806,0.33
807,0.35
808,0.298
809,7
810,6
811,1.5
812,3
813,0.55
814,1.1
815,3.2
816,6.5
817,4.5
818,5.2
819,4.5
820,5
821,2
822,5
823,5
824,3.7
825,3
826,2
827,1.3
828,0.25
829,2.5
830,0.45
831,3.75
832,0.6
833,1.4
834,4.9
835,1.2
836,5.5
837,1.6
838,10
839,2
840,0.95
841,4.2
842,3.4
843,2.4
844,9.5
845,2
846,10
847,6
848,5
849,3
850,5
851,6
852,14
853,6
854,8
855,6.5
856,14.2
857,20
858,4.5
859,2.5
860,2
861,7
862,9
863,7
864,3.8
865,1
866,2.7
867,6
868,12.5
869,12
870,1
871,1.1
872,1
873,1.7
874,1
875,1.5
876,8.5
877,7
878,2
879,5.5
880,0.54
881,0.6
882,2.5
883,4
884,9.5
885,1.2
886,1.3
887,3.5
888,5
889,1
890,1.8
891,1.55
892,2.5
893,1.8
894,2
895,12.8
896,4
897,0.4
898,0.6
899,2
900,1.8
901,0.5
902,0.4
903,3
904,5
905,3.5
906,0.38
907,40
908,0.85
909,4
910,1.3
911,2.5
912,3.5
913,2.5
914,2
915,5.3
916,6.5
917,1.3
918,0.65
919,25
920,11
921,11
922,1.15
923,0.46
924,6.3
925,1
926,0.75
927,0.35
928,2
929,2.5
930,2.5
931,2.2
932,3.5
933,2.8
934,2.3
935,0.24
936,0.26
937,2.25
938,17
939,0.5
940,2.85
941,5.5
942,5
943,5
944,50
945,16
946,14
947,3.5
948,4.5
949,6
950,3
951,10
952,3
953,3
954,1
955,5
956,0.82
957,1.2
958,1.1
959,0.4
960,3
961,1.21
962,1
963,0.91
964,1.45
965,3.45
966,7
967,1.8
968,3.9
969,2
970,0.35
971,7
972,0.8
973,0.85
974,1.2
975,1.5
976,1.5
977,1.5
978,1.5
979,0.3
980,0.55
981,8
982,0.55
983,1.1
984,10
985,5
986,0.45
987,0.38
988,1.05
989,2.3
990,5
991,5.5
992,9
993,0.65
994,0.5
995,0.9
996,0.38
997,4
998,7.5
999,13
1000,1.9
1001,1.2
1002,1.9
1003,1.2
1004,1.45
1005,1.5
1006,5
1007,3
1008,1.1
1009,1
1010,1.2
1011,2.8
1012,0.14
1013,1.2
1014,2.5
1015,4
1016,3.5
1017,3
1018,1.5
1019,1.25
1020,2
1021,8
1022,10
1023,11
1024,10
1025,7
1026,2
1027,1.75
1028,0.7
1029,0.49
1030,0.4
1031,0.45
1032,1.5
1033,0.55
1034,1.25
1035,1.8
1036,0.65
1037,1.25
1038,1.8
1039,3
1040,0.85
1041,0.135
1042,3
1043,3
1044,4.5
1045,1.5
1046,3.5
1047,0.13
1048,0.06
1049,0.033
1050,0.03
1051,0.09
1052,0.06
1053,0.65
1054,0.62
1055,0.65
1056,2.5
1057,2.88
1058,0.355
1059,2.8
1060,0.6
1061,0.55
1062,4.5
1063,0.85
1064,1.25
1065,1.99
1066,0.9
1067,1.25
1068,0.85
1069,0.13
1070,0.65
1071,5.5
1072,5.5
1073,0.325
1074,2
1075,0.7
1076,0.4
1077,0.8
1078,0.8
1079,0.8
1080,2
1081,1.4
1082,0.33
1083,0.75
1084,1
1085,1.8
1086,4
1087,4
1088,4
1089,2.5
1090,1.5
1091,1
1092,1.5
1093,2.5
1094,0.95
1095,13
1096,13
1097,15
1098,10
1099,1.6
1100,1.6
1101,2.5
1102,3.2
1103,3.3
1104,3
1105,3.84
1106,4.55
1107,5
1108,1.4
1109,0.126
1110,1.25
1111,1.5
1112,6
1113,1
1114,2.5
1115,6.5
1116,9
1117,12
1118,3
1119,3
1120,2.2
1121,0.35
1122,2
1123,2.5
1124,2.5
1125,5.5
1126,4
1127,4.6
1128,5.5
1129,6
1130,8.5
1131,18
1132,18
1133,4.5
1134,4
1135,3.8
1136,28
1137,0.05
1138,12
1139,17
1140,12
1141,0.4
1142,3.7
1143,1.5
1144,0.17
1145,1.5
1146,1.4
1147,14
1148,6
1149,2
1150,1.8
1151,0.106
1152,9
1153,4.25
1154,2.5
1155,3.5
1156,1.5
1157,2.2
1158,25
1159,11.5
1160,5
1161,4
1162,3.9
1163,1.9
1164,1.1
1165,4
1166,3.5
1167,4
1168,6
1169,3.8
1170,2.5
1171,5.5
1172,1.2
1173,1.1
1174,0.7
1175,0.128
1176,0.26
1177,2.5
1178,7
1179,3
1180,1
1181,5.5
1182,3.5
1183,0.45
1184,8.5
1185,0.45
1186,0.5
1187,3.8
1188,3
1189,2.5
1190,5
1191,9
1192,10
1193,2.5
1194,5.8
1195,2
1196,4
1197,2
1198,2.5
1199,2
1200,1.2
1201,1.2
1202,0.27
1203,2.35
1204,0.45
1205,0.35
1206,0.7
1207,0.27
1208,0.45
1209,0.27
1210,1.6
1211,0.95
1212,0.75
1213,2.5
1214,0.7
1215,2
1216,1.6
1217,2
1218,12
1219,0.75
1220,4
1221,3
1222,5.2
1223,0.38
1224,8.5
1225,9
1226,1.35
1227,0.14
1228,0.33
1229,1.5
1230,0.67
1231,2.5
1232,5
1233,0.7
1234,1.4
1235,10
1236,3
1237,1.5
1238,1.2
1239,4
