1,0.85
2,1
3,1
4,0.9
5,0.3
6,0.5
7,0.85
8,7
9,1.5
10,0.25
11,0.75
12,4.5
13,8
14,3.5
15,3.5
16,7
17,3.2
18,3
19,2.5
20,1.2
21,0.7
22,1.2
23,8
24,5
25,6.5
26,4.5
27,1.55
28,3
29,2
30,3
31,0.8
32,2
33,15
34,3
35,0.55
36,1.8
37,0.8
38,12
39,6
40,9.5
41,0.9
42,0.27
43,4.5
44,0.205
45,0.3
46,2
47,1.9
48,6
49,4.3
50,7
51,5.5
52,5
53,6
54,6
55,1.55
56,0.72
57,3.6
58,0.73
59,1.2
60,4.5
61,4.5
62,0.55
63,0.08
64,2.5
65,12.8
66,5
67,10
68,6
69,3
70,9
71,2.5
72,2
73,1.7
74,2.65
75,14
76,0.62
77,0.38
78,4.5
79,0.9
80,0.134
81,2.5
82,4
83,1.85
84,0.56
85,4
86,1
87,0.7
88,1
89,2.5
90,2
91,0.38
92,11
93,3.8
94,0.75
95,3
96,0.04
97,2.5
98,2.5
99,1.8
100,2
101,2
102,3
103,6.5
104,3.48
105,5
106,3.5
107,3
108,1.4
109,1.4
110,4
111,1.5
112,1.1
113,4
114,4
115,1.5
116,2.5
117,3
118,2.45
119,5
120,3
121,1.2
122,0.8
123,2
124,2
125,1.2
126,4
127,3.5
128,1
129,1.8
130,0.16
131,1.4
132,0.85
133,0.7
134,1.45
135,1.5
136,1.1
137,2.1
138,3.1
139,0.85
140,0.45
141,0.75
142,2.1
143,2.1
144,1.22
145,1.01
146,0.7
147,0.85
148,1.5
149,1.2
150,3.5
151,2.5
152,40
153,9.5
154,5.2
155,1.3
156,2.5
157,2.7
158,2.8
159,1
160,2
161,2.4
162,0.46
163,2
164,2.25
165,0.62
166,1.5
167,4
168,3
169,3.5
170,4
171,5
172,1.32
173,2
174,1
175,2.5
176,8.3
177,1.5
178,0.4
179,4
180,7.8
181,6.3
182,2.5
183,4.5
184,1.5
185,2.8
186,2.4
187,1.8
188,0.5
189,2.5
190,0.8
191,0.15
192,0.5
193,1.5
194,0.42
195,0.52
196,0.32
197,0.35
198,1
199,4.5
200,1.3
201,0.89
202,1.3
203,2.3
204,5.5
205,0.6
206,0.3
207,2.4
208,3.5
209,15
210,0.3
211,0.54
212,1.5
213,0.03
214,1.5
215,2.65
216,0.75
217,4.5
218,0.5
219,1.5
220,0.65
221,4.8
222,4.8
223,4.3
224,3.5
225,4.5
226,3.1
227,3.5
228,1
229,2
230,1.5
231,1.85
232,0.9
233,0.76
234,0.77
235,4
236,0.09
237,4.5
238,5.8
239,4.4
240,2
241,0.38
242,0.91
243,0.5
244,0.95
245,1.2
246,2
247,2.5
248,6.5
249,4.5
250,3
251,2.8
252,5
253,3
254,0.12
255,0.12
256,0.09
257,0.095
258,4
259,5
260,4
261,0.75
262,1.85
263,3.5
264,0.26
265,0.23
266,5
267,6
268,3
269,4.5
270,5
271,4
272,3
273,3
274,3
275,2.5
276,2
277,1.8
278,3
279,3
280,2.2
281,0.7
282,2.5
283,2
284,0.325
285,1.5
286,1.8
287,1.8
288,1.5
289,3
290,3
291,2
292,1.2
293,2
294,2.5
295,1
296,0.8
297,1.3
298,2
299,0.18
300,2.5
301,20
302,0.3
303,0.55
304,0.7
305,0.21
306,2.5
307,0.4
308,2
309,3.5
310,4.5
311,1.5
312,2.5
313,0.85
314,0.32
315,6.6
316,1.8
317,2.6
318,3.75
319,1
320,1
321,1.8
322,1.8
323,3
324,0.51
325,0.499
326,4.55
327,4.5
328,3
329,1
330,2.5
331,5
332,1.5
333,3.5
334,7
335,2.5
336,2
337,0.55
338,3.3
339,1.5
340,9
341,2.5
342,9
343,2.5
344,5.2
345,8
346,0.75
347,2.4
348,4.2
349,0.55
350,0.55
351,1.8
352,3.5
353,2.5
354,6
355,3.3
356,9.5
357,3.4
358,4
359,5
360,3
361,0.245
362,11
363,6
364,0.17
365,0.85
366,1
367,2.5
368,2
369,1.5
370,3
371,2
372,6
373,0.35
374,1.8
375,0.6
376,0.75
377,0.7
378,4
379,7
380,9.5
381,1.05
382,0.55
383,1.2
384,1.1
385,1
386,1.25
387,6
388,0.35
389,1.5
390,2
391,2.5
392,5
393,1.4
394,18
395,3.45
396,0.85
397,0.15
398,0.75
399,1.5
400,5.9
401,8.2
402,6.6
403,5
404,4
405,5
406,4.6
407,6.3
408,11
409,2.3
410,2.5
411,2.3
412,3.3
413,3.3
414,2.5
415,2
416,1.5
417,1.5
418,2
419,2
420,5.5
421,5.5
422,0.75
423,0.65
424,4
425,4
426,4.4
427,6
428,4.5
429,8.5
430,7.5
431,0.36
432,1
433,0.6
434,4.5
435,2
436,2.5
437,3
438,0.6
439,1.15
440,5.8
441,3.5
442,4.25
443,1
444,0.58
445,0.21
446,0.33
447,0.37
448,2.5
449,0.4
450,3.1
451,6.5
452,0.65
453,3
454,0.25
455,0.95
456,0.24
457,0.6
458,0.35
459,0.7
460,0.33
461,7
462,4.5
463,1.5
464,3.5
465,2.5
466,3.8
467,0.3
468,2
469,4.5
470,6
471,2.5
472,4.8
473,0.95
474,2.5
475,2.8
476,0.14
477,2
478,2.5
479,3
480,3
481,2.5
482,2
483,1.9
484,2.5
485,4
486,2.65
487,3.7
488,1
489,0.125
490,0.24
491,0.28
492,0.14
493,1
494,1.65
495,1.7
496,4.5
497,5
498,3
499,4
500,6
501,0.3
502,0.4
503,0.035
504,0.95
505,0.3
506,5
507,2
508,1.8
509,2.5
510,1.55
511,1.3
512,1.8
513,1.6
514,1.6
515,0.9
516,2
517,2.8
518,9
519,0.09
520,0.5
521,0.31
522,0.667
523,0.681
524,2.9
525,4.5
526,0.75
527,0.55
528,3.5
529,2
530,1.5
531,1.8
532,2.1
533,2
534,1.6
535,1.2
536,5.5
537,4.5
538,2.6
539,0.56
540,2
541,3.5
542,0.3
543,15
544,2.5
545,2.5
546,4
547,6
548,5
549,7
550,15
551,1.48
552,2
553,3.5
554,3
555,4
556,2
557,0.95
558,1
559,3.9
560,7.5
561,3
562,7
563,8
564,7
565,8
566,12
567,12
568,12
569,6
570,5
571,5
572,2.5
573,3.5
574,3.5
575,3.8
576,1.24
577,1.5
578,0.52
579,0.33
580,0.56
581,0.72
582,1.5
583,6
584,1.2
585,0.4
586,3
587,2.8
588,2.5
589,3.5
590,3
591,2.5
592,3.25
593,8
594,3.4
595,10.5
596,4
597,1.5
598,0.7
599,0.95
600,1.5
601,0.9
602,0.9
603,2
604,0.55
605,0.45
606,4.4
607,5.3
608,3.5
609,11
610,0.85
611,0.75
612,5.04
613,5.8
614,2.5
615,4.5
616,4
617,4
618,4
619,4
620,2
621,20
622,1.5
623,1.5
624,3.5
625,2.5
626,1.5
627,0.15
628,0.45
629,6.5
630,0.92
631,2.42
632,3.9
633,0.63
634,0.728
635,0.485
636,50
637,1.5
638,1.34
639,1.45
640,1.5
641,3
642,3.5
643,5
644,11
645,2
646,2
647,0.62
648,0.55
649,1.3
650,5
651,1.2
652,2.5
653,0.9
654,1.1
655,0.6
656,0.5
657,5
658,0.38
659,15
660,2.8
661,4.5
662,7
663,3
664,1.7
665,1.35
666,0.95
667,1.8
668,0.8
669,0.75
670,1.5
671,30
672,2.7
673,0.75
674,1.6
675,1.9
676,2
677,1.2
678,3
679,2
680,1.8
681,1.6
682,0.13
683,0.5
684,3
685,15
686,15.5
687,18
688,0.5
689,0.3
690,4
691,0.75
692,1.9
693,3.25
694,0.75
695,2.48
696,1.1
697,4.7
698,0.75
699,7
700,0.95
701,0.65
702,0.38
703,1.25
704,0.68
705,0.7
706,3.5
707,6.3
708,7
709,5.5
710,5
711,0.19
712,0.681
713,1
714,1
715,5.5
716,11
717,0.3
718,1.4
